rotulo,turma,execucao,criterio,nota
9B-24,9B,run-1,adequacao_tema,1
9B-24,9B,run-1,coesao_coerencia,1
9B-24,9B,run-1,estrutura_textual,1
9B-24,9B,run-1,vocabulario,1
9B-24,9B,run-2,adequacao_ling,3
9B-24,9B,run-2,adequacao_tema,4
9B-24,9B,run-2,coesao_coerencia,2
9B-24,9B,run-2,estrutura_textual,3
9B-24,9B,run-2,vocabulario,4
9B-24,9B,run-3,adequacao_ling,2
9B-24,9B,run-3,adequacao_tema,3
9B-24,9B,run-3,coesao_coerencia,2
9B-24,9B,run-3,estrutura_textual,2
9B-24,9B,run-3,vocabulario,2
9B-24,9B,run-4,adequacao_ling,3
9B-24,9B,run-4,adequacao_tema,5
9B-24,9B,run-4,coesao_coerencia,2
9B-24,9B,run-4,estrutura_textual,2
9B-24,9B,run-4,vocabulario,3
9B-24,9B,run-5,adequacao_ling,2
9B-24,9B,run-5,adequacao_tema,5
9B-24,9B,run-5,coesao_coerencia,2
9B-24,9B,run-5,estrutura_textual,2
9B-24,9B,run-5,vocabulario,3
9B-25,9B,run-1,adequacao_ling,1
9B-25,9B,run-1,adequacao_tema,3
9B-25,9B,run-1,coesao_coerencia,2
9B-25,9B,run-1,estrutura_textual,2
9B-25,9B,run-1,vocabulario,2
9B-25,9B,run-2,adequacao_ling,1
9B-25,9B,run-2,adequacao_tema,3
9B-25,9B,run-2,coesao_coerencia,2
9B-25,9B,run-2,estrutura_textual,2
9B-25,9B,run-2,vocabulario,2
9B-25,9B,run-3,adequacao_ling,2
9B-25,9B,run-3,adequacao_tema,4
9B-25,9B,run-3,coesao_coerencia,2
9B-25,9B,run-3,estrutura_textual,2
9B-25,9B,run-3,vocabulario,2
9B-25,9B,run-4,adequacao_ling,2
9B-25,9B,run-4,adequacao_tema,4
9B-25,9B,run-4,coesao_coerencia,2
9B-25,9B,run-4,estrutura_textual,2
9B-25,9B,run-4,vocabulario,2
9B-25,9B,run-5,adequacao_ling,2
9B-25,9B,run-5,adequacao_tema,4
9B-25,9B,run-5,coesao_coerencia,2
9B-25,9B,run-5,estrutura_textual,2
9B-25,9B,run-5,vocabulario,2
9B-26,9B,run-1,adequacao_ling,4
9B-26,9B,run-1,adequacao_tema,7
9B-26,9B,run-1,coesao_coerencia,5
9B-26,9B,run-1,estrutura_textual,4
9B-26,9B,run-1,vocabulario,5
9B-26,9B,run-2,adequacao_ling,5
9B-26,9B,run-2,adequacao_tema,7
9B-26,9B,run-2,coesao_coerencia,5
9B-26,9B,run-2,estrutura_textual,4
9B-26,9B,run-2,vocabulario,4
9B-26,9B,run-3,adequacao_ling,5
9B-26,9B,run-3,adequacao_tema,8
9B-26,9B,run-3,coesao_coerencia,6
9B-26,9B,run-3,estrutura_textual,4
9B-26,9B,run-3,vocabulario,5
9B-26,9B,run-4,adequacao_ling,5
9B-26,9B,run-4,adequacao_tema,7
9B-26,9B,run-4,coesao_coerencia,5
9B-26,9B,run-4,estrutura_textual,5
9B-26,9B,run-4,vocabulario,5
9B-26,9B,run-5,adequacao_ling,6
9B-26,9B,run-5,adequacao_tema,7
9B-26,9B,run-5,coesao_coerencia,5
9B-26,9B,run-5,estrutura_textual,4
9B-26,9B,run-5,vocabulario,5
9B-27,9B,run-1,adequacao_ling,2
9B-27,9B,run-1,adequacao_tema,5
9B-27,9B,run-1,coesao_coerencia,3
9B-27,9B,run-1,estrutura_textual,3
9B-27,9B,run-1,vocabulario,3
9B-27,9B,run-2,adequacao_ling,2
9B-27,9B,run-2,adequacao_tema,5
9B-27,9B,run-2,coesao_coerencia,3
9B-27,9B,run-2,estrutura_textual,3
9B-27,9B,run-2,vocabulario,3
9B-27,9B,run-3,adequacao_ling,2
9B-27,9B,run-3,adequacao_tema,5
9B-27,9B,run-3,coesao_coerencia,3
9B-27,9B,run-3,estrutura_textual,3
9B-27,9B,run-3,vocabulario,3
9B-27,9B,run-4,adequacao_ling,2
9B-27,9B,run-4,adequacao_tema,5
9B-27,9B,run-4,coesao_coerencia,3
9B-27,9B,run-4,estrutura_textual,3
9B-27,9B,run-4,vocabulario,3
9B-27,9B,run-5,adequacao_ling,3
9B-27,9B,run-5,adequacao_tema,5
9B-27,9B,run-5,coesao_coerencia,3
9B-27,9B,run-5,estrutura_textual,3
9B-27,9B,run-5,vocabulario,3
9B-28,9B,run-1,adequacao_ling,1
9B-28,9B,run-1,adequacao_tema,5
9B-28,9B,run-1,coesao_coerencia,2
9B-28,9B,run-1,estrutura_textual,2
9B-28,9B,run-1,vocabulario,2
9B-28,9B,run-2,adequacao_ling,1
9B-28,9B,run-2,adequacao_tema,3
9B-28,9B,run-2,coesao_coerencia,1
9B-28,9B,run-2,estrutura_textual,2
9B-28,9B,run-2,vocabulario,1
9B-28,9B,run-3,adequacao_ling,1
9B-28,9B,run-3,adequacao_tema,4
9B-28,9B,run-3,coesao_coerencia,2
9B-28,9B,run-3,estrutura_textual,1
9B-28,9B,run-3,vocabulario,2
9B-28,9B,run-4,adequacao_ling,2
9B-28,9B,run-4,adequacao_tema,4
9B-28,9B,run-4,coesao_coerencia,2
9B-28,9B,run-4,estrutura_textual,2
9B-28,9B,run-4,vocabulario,2
9B-28,9B,run-5,adequacao_ling,1
9B-28,9B,run-5,adequacao_tema,5
9B-28,9B,run-5,coesao_coerencia,2
9B-28,9B,run-5,estrutura_textual,2
9B-28,9B,run-5,vocabulario,2
9B-29,9B,run-1,adequacao_ling,3
9B-29,9B,run-1,adequacao_tema,5
9B-29,9B,run-1,coesao_coerencia,2
9B-29,9B,run-1,estrutura_textual,2
9B-29,9B,run-1,vocabulario,4
9B-29,9B,run-2,adequacao_ling,4
9B-29,9B,run-2,adequacao_tema,6
9B-29,9B,run-2,coesao_coerencia,4
9B-29,9B,run-2,estrutura_textual,3
9B-29,9B,run-2,vocabulario,4
9B-29,9B,run-3,adequacao_ling,3
9B-29,9B,run-3,adequacao_tema,4
9B-29,9B,run-3,coesao_coerencia,4
9B-29,9B,run-3,estrutura_textual,3
9B-29,9B,run-3,vocabulario,4
9B-29,9B,run-4,adequacao_ling,4
9B-29,9B,run-4,adequacao_tema,6
9B-29,9B,run-4,coesao_coerencia,4
9B-29,9B,run-4,estrutura_textual,4
9B-29,9B,run-4,vocabulario,5
9B-29,9B,run-5,adequacao_ling,3
9B-29,9B,run-5,adequacao_tema,6
9B-29,9B,run-5,coesao_coerencia,3
9B-29,9B,run-5,estrutura_textual,3
9B-29,9B,run-5,vocabulario,4
9C-01,9C,run-1,adequacao_ling,1
9C-01,9C,run-1,adequacao_tema,2
9C-01,9C,run-1,coesao_coerencia,1
9C-01,9C,run-1,estrutura_textual,1
9C-01,9C,run-1,vocabulario,1
9C-01,9C,run-2,adequacao_ling,1
9C-01,9C,run-2,adequacao_tema,3
9C-01,9C,run-2,coesao_coerencia,2
9C-01,9C,run-2,estrutura_textual,2
9C-01,9C,run-2,vocabulario,1
9C-01,9C,run-3,adequacao_ling,1
9C-01,9C,run-3,adequacao_tema,2
9C-01,9C,run-3,coesao_coerencia,1
9C-01,9C,run-3,estrutura_textual,2
9C-01,9C,run-3,vocabulario,1
9C-01,9C,run-4,adequacao_ling,1
9C-01,9C,run-4,adequacao_tema,1
9C-01,9C,run-4,coesao_coerencia,1
9C-01,9C,run-4,estrutura_textual,1
9C-01,9C,run-4,vocabulario,1
9C-01,9C,run-5,adequacao_ling,1
9C-01,9C,run-5,adequacao_tema,2
9C-01,9C,run-5,coesao_coerencia,1
9C-01,9C,run-5,estrutura_textual,1
9C-01,9C,run-5,vocabulario,1
9C-02,9C,run-1,adequacao_ling,2
9C-02,9C,run-1,adequacao_tema,4
9C-02,9C,run-1,coesao_coerencia,3
9C-02,9C,run-1,estrutura_textual,2
9C-02,9C,run-1,vocabulario,2
9C-02,9C,run-2,adequacao_ling,2
9C-02,9C,run-2,adequacao_tema,4
9C-02,9C,run-2,coesao_coerencia,3
9C-02,9C,run-2,estrutura_textual,2
9C-02,9C,run-2,vocabulario,2
9C-02,9C,run-3,adequacao_ling,2
9C-02,9C,run-3,adequacao_tema,4
9C-02,9C,run-3,coesao_coerencia,2
9C-02,9C,run-3,estrutura_textual,2
9C-02,9C,run-3,vocabulario,2
9C-02,9C,run-4,adequacao_ling,2
9C-02,9C,run-4,adequacao_tema,4
9C-02,9C,run-4,coesao_coerencia,2
9C-02,9C,run-4,estrutura_textual,2
9C-02,9C,run-4,vocabulario,2
9C-02,9C,run-5,adequacao_ling,1
9C-02,9C,run-5,adequacao_tema,4
9C-02,9C,run-5,coesao_coerencia,2
9C-02,9C,run-5,estrutura_textual,2
9C-02,9C,run-5,vocabulario,2
9C-03,9C,run-1,adequacao_ling,1
9C-03,9C,run-1,adequacao_tema,6
9C-03,9C,run-1,coesao_coerencia,2
9C-03,9C,run-1,estrutura_textual,2
9C-03,9C,run-1,vocabulario,2
9C-03,9C,run-2,adequacao_ling,2
9C-03,9C,run-2,adequacao_tema,6
9C-03,9C,run-2,coesao_coerencia,4
9C-03,9C,run-2,estrutura_textual,4
9C-03,9C,run-2,vocabulario,2
9C-03,9C,run-3,adequacao_ling,2
9C-03,9C,run-3,adequacao_tema,6
9C-03,9C,run-3,coesao_coerencia,4
9C-03,9C,run-3,estrutura_textual,3
9C-03,9C,run-3,vocabulario,3
9C-03,9C,run-4,adequacao_ling,1
9C-03,9C,run-4,adequacao_tema,4
9C-03,9C,run-4,coesao_coerencia,2
9C-03,9C,run-4,estrutura_textual,2
9C-03,9C,run-4,vocabulario,2
9C-03,9C,run-5,adequacao_ling,1
9C-03,9C,run-5,adequacao_tema,5
9C-03,9C,run-5,coesao_coerencia,3
9C-03,9C,run-5,estrutura_textual,2
9C-03,9C,run-5,vocabulario,2
9C-04,9C,run-1,adequacao_ling,0
9C-04,9C,run-1,adequacao_tema,1
9C-04,9C,run-1,coesao_coerencia,0
9C-04,9C,run-1,estrutura_textual,0
9C-04,9C,run-1,vocabulario,1
9C-04,9C,run-2,adequacao_ling,0
9C-04,9C,run-2,adequacao_tema,1
9C-04,9C,run-2,coesao_coerencia,0
9C-04,9C,run-2,estrutura_textual,0
9C-04,9C,run-2,vocabulario,1
9C-04,9C,run-3,adequacao_ling,1
9C-04,9C,run-3,adequacao_tema,1
9C-04,9C,run-3,coesao_coerencia,1
9C-04,9C,run-3,estrutura_textual,1
9C-04,9C,run-3,vocabulario,1
9C-04,9C,run-4,adequacao_ling,1
9C-04,9C,run-4,adequacao_tema,1
9C-04,9C,run-4,coesao_coerencia,1
9C-04,9C,run-4,estrutura_textual,1
9C-04,9C,run-4,vocabulario,1
9C-04,9C,run-5,adequacao_ling,1
9C-04,9C,run-5,adequacao_tema,1
9C-04,9C,run-5,coesao_coerencia,0
9C-04,9C,run-5,estrutura_textual,1
9C-04,9C,run-5,vocabulario,1
9C-05,9C,run-1,adequacao_ling,3
9C-05,9C,run-1,adequacao_tema,6
9C-05,9C,run-1,coesao_coerencia,4
9C-05,9C,run-1,estrutura_textual,3
9C-05,9C,run-1,vocabulario,5
9C-05,9C,run-2,adequacao_ling,4
9C-05,9C,run-2,adequacao_tema,6
9C-05,9C,run-2,coesao_coerencia,4
9C-05,9C,run-2,estrutura_textual,3
9C-05,9C,run-2,vocabulario,5
9C-05,9C,run-3,adequacao_ling,4
9C-05,9C,run-3,adequacao_tema,6
9C-05,9C,run-3,coesao_coerencia,4
9C-05,9C,run-3,estrutura_textual,3
9C-05,9C,run-3,vocabulario,5
9C-05,9C,run-4,adequacao_ling,4
9C-05,9C,run-4,adequacao_tema,6
9C-05,9C,run-4,coesao_coerencia,5
9C-05,9C,run-4,estrutura_textual,3
9C-05,9C,run-4,vocabulario,5
9C-05,9C,run-5,adequacao_ling,4
9C-05,9C,run-5,adequacao_tema,5
9C-05,9C,run-5,coesao_coerencia,4
9C-05,9C,run-5,estrutura_textual,2
9C-05,9C,run-5,vocabulario,5
9C-06,9C,run-1,adequacao_ling,3
9C-06,9C,run-1,adequacao_tema,6
9C-06,9C,run-1,coesao_coerencia,4
9C-06,9C,run-1,estrutura_textual,4
9C-06,9C,run-1,vocabulario,4
9C-06,9C,run-2,adequacao_ling,3
9C-06,9C,run-2,adequacao_tema,5
9C-06,9C,run-2,coesao_coerencia,3
9C-06,9C,run-2,estrutura_textual,3
9C-06,9C,run-2,vocabulario,3
9C-06,9C,run-3,adequacao_ling,2
9C-06,9C,run-3,adequacao_tema,4
9C-06,9C,run-3,coesao_coerencia,3
9C-06,9C,run-3,estrutura_textual,2
9C-06,9C,run-3,vocabulario,2
9C-06,9C,run-4,adequacao_ling,2
9C-06,9C,run-4,adequacao_tema,5
9C-06,9C,run-4,coesao_coerencia,3
9C-06,9C,run-4,estrutura_textual,3
9C-06,9C,run-4,vocabulario,3
9C-06,9C,run-5,adequacao_ling,3
9C-06,9C,run-5,adequacao_tema,6
9C-06,9C,run-5,coesao_coerencia,4
9C-06,9C,run-5,estrutura_textual,4
9C-06,9C,run-5,vocabulario,3
9C-07,9C,run-1,adequacao_ling,1
9C-07,9C,run-1,adequacao_tema,3
9C-07,9C,run-1,coesao_coerencia,1
9C-07,9C,run-1,estrutura_textual,1
9C-07,9C,run-1,vocabulario,2
9C-07,9C,run-2,adequacao_ling,1
9C-07,9C,run-2,adequacao_tema,2
9C-07,9C,run-2,coesao_coerencia,1
9C-07,9C,run-2,estrutura_textual,1
9C-07,9C,run-2,vocabulario,1
9C-07,9C,run-3,adequacao_ling,1
9C-07,9C,run-3,adequacao_tema,3
9C-07,9C,run-3,coesao_coerencia,1
9C-07,9C,run-3,estrutura_textual,2
9C-07,9C,run-3,vocabulario,1
9C-07,9C,run-4,adequacao_ling,1
9C-07,9C,run-4,adequacao_tema,3
9C-07,9C,run-4,coesao_coerencia,1
9C-07,9C,run-4,estrutura_textual,1
9C-07,9C,run-4,vocabulario,2
9C-07,9C,run-5,adequacao_ling,2
9C-07,9C,run-5,adequacao_tema,3
9C-07,9C,run-5,coesao_coerencia,2
9C-07,9C,run-5,estrutura_textual,2
9C-07,9C,run-5,vocabulario,2
9C-08,9C,run-1,adequacao_ling,0
9C-08,9C,run-1,adequacao_tema,0
9C-08,9C,run-1,coesao_coerencia,0
9C-08,9C,run-1,estrutura_textual,1
9C-08,9C,run-1,vocabulario,0
9C-08,9C,run-2,adequacao_ling,0
9C-08,9C,run-2,adequacao_tema,0
9C-08,9C,run-2,coesao_coerencia,0
9C-08,9C,run-2,estrutura_textual,1
9C-08,9C,run-2,vocabulario,1
9C-08,9C,run-3,adequacao_ling,0
9C-08,9C,run-3,adequacao_tema,0
9C-08,9C,run-3,coesao_coerencia,0
9C-08,9C,run-3,estrutura_textual,0
9C-08,9C,run-3,vocabulario,1
9C-08,9C,run-4,adequacao_ling,0
9C-08,9C,run-4,adequacao_tema,0
9C-08,9C,run-4,coesao_coerencia,0
9C-08,9C,run-4,estrutura_textual,0
9C-08,9C,run-4,vocabulario,0
9C-08,9C,run-5,adequacao_ling,0
9C-08,9C,run-5,adequacao_tema,0
9C-08,9C,run-5,coesao_coerencia,0
9C-08,9C,run-5,estrutura_textual,0
9C-08,9C,run-5,vocabulario,0
9C-09,9C,run-1,adequacao_ling,2
9C-09,9C,run-1,adequacao_tema,5
9C-09,9C,run-1,coesao_coerencia,3
9C-09,9C,run-1,estrutura_textual,2
9C-09,9C,run-1,vocabulario,3
9C-09,9C,run-2,adequacao_ling,0
9C-09,9C,run-2,adequacao_tema,0
9C-09,9C,run-2,coesao_coerencia,0
9C-09,9C,run-2,estrutura_textual,0
9C-09,9C,run-2,vocabulario,0
9C-09,9C,run-3,adequacao_ling,4
9C-09,9C,run-3,adequacao_tema,6
9C-09,9C,run-3,coesao_coerencia,4
9C-09,9C,run-3,estrutura_textual,3
9C-09,9C,run-3,vocabulario,4
9C-09,9C,run-4,adequacao_ling,4
9C-09,9C,run-4,adequacao_tema,6
9C-09,9C,run-4,coesao_coerencia,4
9C-09,9C,run-4,estrutura_textual,4
9C-09,9C,run-4,vocabulario,5
9C-09,9C,run-5,adequacao_ling,3
9C-09,9C,run-5,adequacao_tema,6
9C-09,9C,run-5,coesao_coerencia,4
9C-09,9C,run-5,estrutura_textual,4
9C-09,9C,run-5,vocabulario,4
9C-10,9C,run-1,adequacao_ling,1
9C-10,9C,run-1,adequacao_tema,2
9C-10,9C,run-1,coesao_coerencia,1
9C-10,9C,run-1,estrutura_textual,1
9C-10,9C,run-1,vocabulario,1
9C-10,9C,run-2,adequacao_ling,1
9C-10,9C,run-2,adequacao_tema,1
9C-10,9C,run-2,coesao_coerencia,1
9C-10,9C,run-2,estrutura_textual,1
9C-10,9C,run-2,vocabulario,1
9C-10,9C,run-3,adequacao_ling,0
9C-10,9C,run-3,adequacao_tema,1
9C-10,9C,run-3,coesao_coerencia,0
9C-10,9C,run-3,estrutura_textual,0
9C-10,9C,run-3,vocabulario,1
9C-10,9C,run-4,adequacao_ling,0
9C-10,9C,run-4,adequacao_tema,1
9C-10,9C,run-4,coesao_coerencia,1
9C-10,9C,run-4,estrutura_textual,1
9C-10,9C,run-4,vocabulario,1
9C-10,9C,run-5,adequacao_ling,1
9C-10,9C,run-5,adequacao_tema,1
9C-10,9C,run-5,coesao_coerencia,0
9C-10,9C,run-5,estrutura_textual,0
9C-10,9C,run-5,vocabulario,1
9C-11,9C,run-1,adequacao_ling,1
9C-11,9C,run-1,adequacao_tema,0
9C-11,9C,run-1,coesao_coerencia,0
9C-11,9C,run-1,estrutura_textual,0
9C-11,9C,run-1,vocabulario,1
9C-11,9C,run-2,adequacao_ling,0
9C-11,9C,run-2,adequacao_tema,0
9C-11,9C,run-2,coesao_coerencia,0
9C-11,9C,run-2,estrutura_textual,0
9C-11,9C,run-2,vocabulario,1
9C-11,9C,run-3,adequacao_ling,1
9C-11,9C,run-3,adequacao_tema,1
9C-11,9C,run-3,coesao_coerencia,0
9C-11,9C,run-3,estrutura_textual,0
9C-11,9C,run-3,vocabulario,1
9C-11,9C,run-4,adequacao_ling,1
9C-11,9C,run-4,adequacao_tema,1
9C-11,9C,run-4,coesao_coerencia,0
9C-11,9C,run-4,estrutura_textual,0
9C-11,9C,run-4,vocabulario,1
9C-11,9C,run-5,adequacao_ling,1
9C-11,9C,run-5,adequacao_tema,1
9C-11,9C,run-5,coesao_coerencia,0
9C-11,9C,run-5,estrutura_textual,0
9C-11,9C,run-5,vocabulario,1
9C-12,9C,run-1,adequacao_ling,3
9C-12,9C,run-1,adequacao_tema,6
9C-12,9C,run-1,coesao_coerencia,4
9C-12,9C,run-1,estrutura_textual,4
9C-12,9C,run-1,vocabulario,4
9C-12,9C,run-2,adequacao_ling,3
9C-12,9C,run-2,adequacao_tema,6
9C-12,9C,run-2,coesao_coerencia,4
9C-12,9C,run-2,estrutura_textual,3
9C-12,9C,run-2,vocabulario,4
9C-12,9C,run-3,adequacao_ling,3
9C-12,9C,run-3,adequacao_tema,6
9C-12,9C,run-3,coesao_coerencia,4
9C-12,9C,run-3,estrutura_textual,3
9C-12,9C,run-3,vocabulario,3
9C-12,9C,run-4,adequacao_ling,3
9C-12,9C,run-4,adequacao_tema,6
9C-12,9C,run-4,coesao_coerencia,4
9C-12,9C,run-4,estrutura_textual,3
9C-12,9C,run-4,vocabulario,4
9C-12,9C,run-5,adequacao_ling,3
9C-12,9C,run-5,adequacao_tema,5
9C-12,9C,run-5,coesao_coerencia,4
9C-12,9C,run-5,estrutura_textual,4
9C-12,9C,run-5,vocabulario,4
9C-13,9C,run-1,adequacao_ling,1
9C-13,9C,run-1,adequacao_tema,3
9C-13,9C,run-1,coesao_coerencia,2
9C-13,9C,run-1,estrutura_textual,2
9C-13,9C,run-1,vocabulario,2
9C-13,9C,run-2,adequacao_ling,1
9C-13,9C,run-2,adequacao_tema,3
9C-13,9C,run-2,coesao_coerencia,2
9C-13,9C,run-2,estrutura_textual,1
9C-13,9C,run-2,vocabulario,2
9C-13,9C,run-3,adequacao_ling,1
9C-13,9C,run-3,adequacao_tema,4
9C-13,9C,run-3,coesao_coerencia,2
9C-13,9C,run-3,estrutura_textual,2
9C-13,9C,run-3,vocabulario,2
9C-13,9C,run-4,adequacao_ling,2
9C-13,9C,run-4,adequacao_tema,6
9C-13,9C,run-4,coesao_coerencia,4
9C-13,9C,run-4,estrutura_textual,3
9C-13,9C,run-4,vocabulario,3
9C-13,9C,run-5,adequacao_ling,2
9C-13,9C,run-5,adequacao_tema,6
9C-13,9C,run-5,coesao_coerencia,3
9C-13,9C,run-5,estrutura_textual,3
9C-13,9C,run-5,vocabulario,3
9C-14,9C,run-1,adequacao_ling,4
9C-14,9C,run-1,adequacao_tema,8
9C-14,9C,run-1,coesao_coerencia,5
9C-14,9C,run-1,estrutura_textual,5
9C-14,9C,run-1,vocabulario,6
9C-14,9C,run-2,adequacao_ling,4
9C-14,9C,run-2,adequacao_tema,6
9C-14,9C,run-2,coesao_coerencia,4
9C-14,9C,run-2,estrutura_textual,4
9C-14,9C,run-2,vocabulario,5
9C-14,9C,run-3,adequacao_ling,4
9C-14,9C,run-3,adequacao_tema,8
9C-14,9C,run-3,coesao_coerencia,5
9C-14,9C,run-3,estrutura_textual,5
9C-14,9C,run-3,vocabulario,5
9C-14,9C,run-4,adequacao_ling,4
9C-14,9C,run-4,adequacao_tema,7
9C-14,9C,run-4,coesao_coerencia,5
9C-14,9C,run-4,estrutura_textual,5
9C-14,9C,run-4,vocabulario,6
9C-14,9C,run-5,adequacao_ling,4
9C-14,9C,run-5,adequacao_tema,7
9C-14,9C,run-5,coesao_coerencia,5
9C-14,9C,run-5,estrutura_textual,5
9C-14,9C,run-5,vocabulario,5
9C-15,9C,run-1,adequacao_ling,1
9C-15,9C,run-1,adequacao_tema,1
9C-15,9C,run-1,coesao_coerencia,0
9C-15,9C,run-1,estrutura_textual,0
9C-15,9C,run-1,vocabulario,1
9C-15,9C,run-2,adequacao_ling,2
9C-15,9C,run-2,adequacao_tema,2
9C-15,9C,run-2,coesao_coerencia,1
9C-15,9C,run-2,estrutura_textual,2
9C-15,9C,run-2,vocabulario,2
9C-15,9C,run-3,adequacao_ling,2
9C-15,9C,run-3,adequacao_tema,2
9C-15,9C,run-3,coesao_coerencia,1
9C-15,9C,run-3,estrutura_textual,1
9C-15,9C,run-3,vocabulario,2
9C-15,9C,run-4,adequacao_ling,1
9C-15,9C,run-4,adequacao_tema,2
9C-15,9C,run-4,coesao_coerencia,1
9C-15,9C,run-4,estrutura_textual,1
9C-15,9C,run-4,vocabulario,1
9C-15,9C,run-5,adequacao_ling,1
9C-15,9C,run-5,adequacao_tema,2
9C-15,9C,run-5,coesao_coerencia,1
9C-15,9C,run-5,estrutura_textual,1
9C-15,9C,run-5,vocabulario,2
9C-16,9C,run-1,adequacao_ling,4
9C-16,9C,run-1,adequacao_tema,8
9C-16,9C,run-1,coesao_coerencia,6
9C-16,9C,run-1,estrutura_textual,6
9C-16,9C,run-1,vocabulario,5
9C-16,9C,run-2,adequacao_ling,5
9C-16,9C,run-2,adequacao_tema,8
9C-16,9C,run-2,coesao_coerencia,6
9C-16,9C,run-2,estrutura_textual,5
9C-16,9C,run-2,vocabulario,5
9C-16,9C,run-3,adequacao_ling,5
9C-16,9C,run-3,adequacao_tema,8
9C-16,9C,run-3,coesao_coerencia,6
9C-16,9C,run-3,estrutura_textual,5
9C-16,9C,run-3,vocabulario,5
9C-16,9C,run-4,adequacao_ling,5
9C-16,9C,run-4,adequacao_tema,8
9C-16,9C,run-4,coesao_coerencia,7
9C-16,9C,run-4,estrutura_textual,6
9C-16,9C,run-4,vocabulario,6
9C-16,9C,run-5,adequacao_ling,4
9C-16,9C,run-5,adequacao_tema,7
9C-16,9C,run-5,coesao_coerencia,6
9C-16,9C,run-5,estrutura_textual,5
9C-16,9C,run-5,vocabulario,5
9C-17,9C,run-1,adequacao_ling,0
9C-17,9C,run-1,adequacao_tema,0
9C-17,9C,run-1,coesao_coerencia,0
9C-17,9C,run-1,estrutura_textual,0
9C-17,9C,run-1,vocabulario,0
9C-17,9C,run-2,adequacao_ling,2
9C-17,9C,run-2,adequacao_tema,5
9C-17,9C,run-2,coesao_coerencia,3
9C-17,9C,run-2,estrutura_textual,3
9C-17,9C,run-2,vocabulario,3
9C-17,9C,run-3,adequacao_ling,2
9C-17,9C,run-3,adequacao_tema,5
9C-17,9C,run-3,coesao_coerencia,2
9C-17,9C,run-3,estrutura_textual,2
9C-17,9C,run-3,vocabulario,3
9C-17,9C,run-4,adequacao_ling,2
9C-17,9C,run-4,adequacao_tema,5
9C-17,9C,run-4,coesao_coerencia,3
9C-17,9C,run-4,estrutura_textual,3
9C-17,9C,run-4,vocabulario,3
9C-17,9C,run-5,adequacao_ling,3
9C-17,9C,run-5,adequacao_tema,5
9C-17,9C,run-5,coesao_coerencia,3
9C-17,9C,run-5,estrutura_textual,2
9C-17,9C,run-5,vocabulario,3
9C-18,9C,run-1,adequacao_ling,1
9C-18,9C,run-1,adequacao_tema,4
9C-18,9C,run-1,coesao_coerencia,2
9C-18,9C,run-1,estrutura_textual,2
9C-18,9C,run-1,vocabulario,2
9C-18,9C,run-2,adequacao_ling,1
9C-18,9C,run-2,adequacao_tema,3
9C-18,9C,run-2,coesao_coerencia,1
9C-18,9C,run-2,estrutura_textual,1
9C-18,9C,run-2,vocabulario,2
9C-18,9C,run-3,adequacao_ling,1
9C-18,9C,run-3,adequacao_tema,4
9C-18,9C,run-3,coesao_coerencia,2
9C-18,9C,run-3,estrutura_textual,2
9C-18,9C,run-3,vocabulario,2
9C-18,9C,run-4,adequacao_ling,1
9C-18,9C,run-4,adequacao_tema,3
9C-18,9C,run-4,coesao_coerencia,1
9C-18,9C,run-4,estrutura_textual,1
9C-18,9C,run-4,vocabulario,1
9C-18,9C,run-5,adequacao_ling,2
9C-18,9C,run-5,adequacao_tema,3
9C-18,9C,run-5,coesao_coerencia,2
9C-18,9C,run-5,estrutura_textual,2
9C-18,9C,run-5,vocabulario,2
9C-19,9C,run-1,adequacao_ling,2
9C-19,9C,run-1,adequacao_tema,4
9C-19,9C,run-1,coesao_coerencia,2
9C-19,9C,run-1,estrutura_textual,2
9C-19,9C,run-1,vocabulario,3
9C-19,9C,run-2,adequacao_ling,2
9C-19,9C,run-2,adequacao_tema,4
9C-19,9C,run-2,coesao_coerencia,2
9C-19,9C,run-2,estrutura_textual,2
9C-19,9C,run-2,vocabulario,2
9C-19,9C,run-3,adequacao_ling,3
9C-19,9C,run-3,adequacao_tema,5
9C-19,9C,run-3,coesao_coerencia,3
9C-19,9C,run-3,estrutura_textual,3
9C-19,9C,run-3,vocabulario,3
9C-19,9C,run-4,adequacao_ling,2
9C-19,9C,run-4,adequacao_tema,4
9C-19,9C,run-4,coesao_coerencia,3
9C-19,9C,run-4,estrutura_textual,3
9C-19,9C,run-4,vocabulario,3
9C-19,9C,run-5,adequacao_ling,2
9C-19,9C,run-5,adequacao_tema,4
9C-19,9C,run-5,coesao_coerencia,2
9C-19,9C,run-5,estrutura_textual,2
9C-19,9C,run-5,vocabulario,2
9C-20,9C,run-1,adequacao_ling,2
9C-20,9C,run-1,adequacao_tema,6
9C-20,9C,run-1,coesao_coerencia,3
9C-20,9C,run-1,estrutura_textual,4
9C-20,9C,run-1,vocabulario,3
9C-20,9C,run-2,adequacao_ling,2
9C-20,9C,run-2,adequacao_tema,5
9C-20,9C,run-2,coesao_coerencia,3
9C-20,9C,run-2,estrutura_textual,3
9C-20,9C,run-2,vocabulario,3
9C-20,9C,run-3,adequacao_ling,2
9C-20,9C,run-3,adequacao_tema,5
9C-20,9C,run-3,coesao_coerencia,3
9C-20,9C,run-3,estrutura_textual,2
9C-20,9C,run-3,vocabulario,3
9C-20,9C,run-4,adequacao_ling,2
9C-20,9C,run-4,adequacao_tema,5
